Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"63255","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","200.00%"
"63256","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"63259","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"63260","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"63261","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"63262","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","980","87.09%"
"63347","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","810","91.00%"
"63348","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","43","64.12%"
"63351","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","82","91.72%"
"63352","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","540","89.48%"
"63353","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","25","79.66%"
"63358","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","52","90.48%"
"63361","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","30","89.86%"
"63362","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","494","89.34%"
"63369","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","516","85.46%"
"63371","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"63372","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","29","87.04%"
"63373","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","179","83.41%"
"63374","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","338","82.30%"
"63375","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","252","77.60%"
"63377","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","838","88.27%"
"63383","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","141","90.80%"
"63384","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","1106","89.87%"
"63386","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","4","100.00%"
"63389","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"63390","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","1060","86.39%"
"63391","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","116","87.72%"
"65051","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65052","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65053","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65055","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65056","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65057","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65058","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65060","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65061","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65062","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65064","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65065","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65066","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65067","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65068","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65069","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65071","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65081","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","472","90.07%"
"65083","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65087","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","174","74.89%"
"65091","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","84","84.93%"
"65093","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65097","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"65107","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"67113","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","658","90.35%"
"67114","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","1097","90.66%"
"67115","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","546","90.44%"
"67116","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","910","89.62%"
"67117","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","875","87.06%"
"67118","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","987","88.35%"
"67120","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","335","87.53%"
"67121","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","1112","90.18%"
"67122","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"68007","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","36","78.47%"
"68043","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","9","77.78%"
"68044","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","9","74.60%"
"68050","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","641","76.88%"
"68052","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","116","70.05%"
"68053","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","511","86.69%"
"68057","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","687","78.89%"
"68058","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","545","76.83%"
"68059","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","648","80.08%"
"68061","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","385","74.63%"
"68070","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","512","82.56%"
"68073","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","466","84.36%"
"68074","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","377","80.16%"
"68076","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","370","85.98%"
"68077","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","320","82.98%"
"68078","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","192","73.93%"
"68083","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","221","68.98%"
"68086","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","256","67.99%"
"68091","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","216","72.78%"
"68094","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","177","69.74%"
"68098","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","257","66.68%"
"68099","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","135","69.78%"
"68100","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","124","68.83%"
"68103","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","527","70.31%"
"68106","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","192","73.96%"
"68107","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","52","65.68%"
"68115","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","216","71.68%"
"68119","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","338","71.05%"
"68123","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","340","77.39%"
"68128","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","332","73.89%"
"68130","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","317","73.06%"
"68131","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","136","71.40%"
"68133","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","215","75.66%"
"68135","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","603","74.21%"
"68137","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","703","78.00%"
"68138","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","355","82.29%"
"68145","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","206","86.17%"
"68146","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","244","87.48%"
"68156","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"68158","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","612","80.81%"
"68162","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","214","70.75%"
"68163","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"68166","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","158","74.10%"
"68167","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","78","84.88%"
"68177","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","199","73.12%"
"68179","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","190","78.68%"
"68180","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","40","64.72%"
"68181","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","204","69.93%"
"68183","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","361","78.57%"
"68185","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","1005","76.34%"
"68188","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","206","67.51%"
"68194","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","816","75.68%"
"68195","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","381","77.15%"
"68196","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","729","79.55%"
"68197","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","735","80.84%"
"68212","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","131","74.12%"
"68213","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","64","65.87%"
"68214","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","20","70.71%"
"68215","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","38","70.64%"
"68216","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","130","75.32%"
"68217","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","35","70.82%"
"68273","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","461","82.58%"
"68279","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","214","75.12%"
"68283","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","788","81.86%"
"68287","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","474","79.84%"
"68296","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","317","70.61%"
"68297","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","193","67.06%"
"68302","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","78","63.38%"
"68305","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","24","60.36%"
"68306","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","524","76.23%"
"68311","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","15","87.27%"
"68315","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","552","84.45%"
"68316","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","272","84.06%"
"68318","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","342","77.81%"
"68319","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","236","88.67%"
"68324","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","691","85.27%"
"68330","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","360","69.93%"
"68334","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","316","71.17%"
"68335","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","45","83.43%"
"68336","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","585","79.43%"
"68339","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","329","79.82%"
"68350","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","282","76.49%"
"68364","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","197","81.51%"
"68365","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","658","82.46%"
"68367","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","362","87.68%"
"68369","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","189","77.60%"
"69106","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","1061","89.87%"
"69110","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","1089","88.26%"
"69111","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","478","89.29%"
"69112","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","3062","92.17%"
"69122","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","1","100.00%"
"69123","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","1","100.00%"
"69124","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","12","84.21%"
"69125","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"69126","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"69127","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"69141","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70075","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70076","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70079","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70080","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70085","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70087","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","348","90.14%"
"70089","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","153","89.37%"
"70092","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70093","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70096","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70111","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70112","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","4","83.33%"
"70114","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70115","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70116","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70117","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","7","81.25%"
"70118","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","100.00%"
"70119","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70120","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70121","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70122","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70123","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70124","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70125","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70126","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70127","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70128","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70133","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70134","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70135","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"70136","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"71120","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","590","77.99%"
"71121","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","236","80.27%"
"71125","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","14","41.98%"
"71126","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"71127","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","179","83.42%"
"71229","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"71231","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","629","90.59%"
"71232","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","146","79.12%"
"71237","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"71239","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","581","78.38%"
"71240","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","760","84.83%"
"71245","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","775","88.49%"
"71247","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","29","94.74%"
"71253","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"71256","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","9","93.33%"
"71258","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","354","86.58%"
"71259","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"71262","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","612","89.15%"
"71263","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","378","90.63%"
"71264","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","408","90.22%"
"71266","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","887","89.92%"
"71269","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","455","87.70%"
"71270","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","934","86.22%"
"71271","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"71272","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","4","94.74%"
"71283","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","330","70.66%"
"71284","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","416","87.20%"
"71285","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","200","76.98%"
"71347","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"71349","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"71350","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","187","69.24%"
"71356","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","0","0.00%"
"71357","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","647","84.28%"
"71361","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","508","88.84%"
"71362","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","5","83.33%"
"71364","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","155","87.37%"
"71368","PRESIDENT AND VICE PRESIDENT","*DONALD J. TRUMP/MICHAEL R. PENCE (REP)","490","88.15%"
